IPAddress,Finished,F_SEX,AGE,F_AGECAT,RACE,DATAUSEa_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49
174.255.199.89,TRUE,Male,55,50-64,Black or African American,Unsure,Acceptable,Unsure,Unacceptable
172.58.159.243,TRUE,Female,55,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.14.43.106,TRUE,Male,55,50-64,Other,Unacceptable,Unacceptable,Unacceptable,Unacceptable
71.8.74.184,TRUE,Male,55,50-64,White,Unacceptable,Unacceptable,Unsure,Unsure
71.53.156.91,TRUE,Female,55,50-64,White,Acceptable,Acceptable,Unacceptable,Acceptable
47.157.45.118,TRUE,Female,55,50-64,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unacceptable
76.79.245.90,TRUE,Male,55,50-64,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unsure
67.180.187.9,TRUE,Male,55,50-64,"Hispanic or Latino,White",Acceptable,Unacceptable,Unacceptable,Unacceptable
172.58.140.104,TRUE,Female,55,50-64,White,Acceptable,Acceptable,Unsure,Unacceptable
67.158.134.72,TRUE,Female,55,50-64,White,Acceptable,Unacceptable,Unsure,Unacceptable
24.12.149.31,TRUE,Male,55,50-64,White,Acceptable,Acceptable,Unacceptable,Unacceptable
98.163.125.235,TRUE,Male,55,50-64,White,Acceptable,Acceptable,Acceptable,Unsure
174.236.129.212,TRUE,Male,55,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
107.138.228.164,TRUE,Female,56,50-64,White,Unsure,Acceptable,Unacceptable,Unacceptable
108.17.99.188,TRUE,Female,56,50-64,White,Unsure,Unacceptable,Unacceptable,Unacceptable
73.0.25.15,TRUE,Female,56,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
64.222.200.108,TRUE,Female,56,50-64,American Indian or Alaska Native,Unacceptable,Acceptable,Unsure,Unacceptable
108.201.1.54,TRUE,Male,56,50-64,Black or African American,Unacceptable,Unsure,Acceptable,Unsure
107.129.207.193,TRUE,Male,56,50-64,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
99.203.187.159,TRUE,Female,56,50-64,White,Unacceptable,Unacceptable,Unsure,Unacceptable
67.45.33.59,TRUE,Female,56,50-64,White,Acceptable,Acceptable,Unsure,Unsure
172.58.207.48,TRUE,Female,56,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
24.253.93.83,TRUE,Female,56,50-64,White,Acceptable,Unsure,Unsure,Acceptable
72.59.49.4,TRUE,Female,56,50-64,"Black or African American,American Indian or Alaska Native",Acceptable,Unacceptable,Unsure,Unacceptable
70.160.134.225,TRUE,Female,56,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
108.39.177.218,TRUE,Male,56,50-64,Asian or Asian American,Acceptable,Unsure,Unsure,Unsure
72.234.210.230,TRUE,Male,57,50-64,Asian or Asian American,Unsure,Unsure,Unsure,Unsure
107.77.249.17,TRUE,Female,57,50-64,Black or African American,Unsure,Unacceptable,Acceptable,Unacceptable
98.213.128.15,TRUE,Female,57,50-64,White,Unsure,Acceptable,Unacceptable,Unacceptable
107.202.154.64,TRUE,Male,57,50-64,White,Unsure,Acceptable,Unsure,Unsure
172.58.17.175,TRUE,Female,57,50-64,White,Unsure,Acceptable,Unsure,Unacceptable
173.81.199.142,TRUE,Male,57,50-64,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
75.185.205.176,TRUE,Male,57,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.111.55.206,TRUE,Female,57,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
99.203.22.221,TRUE,Male,57,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
173.19.203.178,TRUE,Male,57,50-64,White,Unacceptable,Unacceptable,Acceptable,Acceptable
97.101.126.113,TRUE,Female,57,50-64,White,Acceptable,Unacceptable,Unsure,Unacceptable
76.186.161.184,TRUE,Female,57,50-64,Hispanic or Latino,Acceptable,Unsure,Unacceptable,Acceptable
67.84.1.75,TRUE,Male,57,50-64,"Hispanic or Latino,White",Acceptable,Acceptable,Acceptable,Unacceptable
50.83.165.75,TRUE,Female,57,50-64,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
104.4.113.114,TRUE,Female,57,50-64,White,Acceptable,Acceptable,Unsure,Unacceptable
66.91.178.161,TRUE,Female,57,50-64,Asian or Asian American,Acceptable,Unsure,Unsure,Unsure
98.226.241.169,TRUE,Male,57,50-64,White,Acceptable,Unacceptable,Unacceptable,Unsure
137.25.81.198,TRUE,Male,57,50-64,White,Acceptable,Unacceptable,Acceptable,Unacceptable
99.74.60.209,TRUE,Male,58,50-64,White,Unsure,Unacceptable,Unacceptable,Unacceptable
68.189.106.70,TRUE,Female,58,50-64,White,Unsure,Acceptable,Acceptable,Acceptable
73.53.168.201,TRUE,Female,58,50-64,Black or African American,Unsure,Unacceptable,Acceptable,Unsure
107.242.117.22,TRUE,Male,58,50-64,Black or African American,Unsure,Unacceptable,Unacceptable,Unsure
24.152.218.65,TRUE,Female,58,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.58.121.251,TRUE,Female,58,50-64,Asian or Asian American,Unacceptable,Unsure,Unacceptable,Unacceptable
108.54.243.5,TRUE,Female,58,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
71.225.27.185,TRUE,Female,58,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
72.28.250.230,TRUE,Female,58,50-64,Black or African American,Unacceptable,Unacceptable,Unsure,Unacceptable
107.214.111.212,TRUE,Female,58,50-64,Black or African American,Unacceptable,Unsure,Acceptable,Unacceptable
98.144.165.180,TRUE,Male,58,50-64,White,Acceptable,Acceptable,Unacceptable,Unacceptable
73.251.83.213,TRUE,Male,58,50-64,White,Acceptable,Acceptable,Unacceptable,Acceptable
98.29.141.64,TRUE,Female,58,50-64,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
142.197.186.245,TRUE,Female,58,50-64,"Hispanic or Latino,White",Acceptable,Unsure,Unsure,Unacceptable
173.185.19.208,TRUE,Female,58,50-64,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
32.213.124.195,TRUE,Female,58,50-64,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
76.205.5.48,TRUE,Female,58,50-64,Black or African American,Acceptable,Acceptable,Acceptable,Acceptable
72.89.177.87,TRUE,Female,58,50-64,Black or African American,Acceptable,Unsure,Unsure,Unacceptable
73.106.73.49,TRUE,Male,58,50-64,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
72.177.190.242,TRUE,Male,58,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
172.58.185.191,TRUE,Male,58,50-64,White,Acceptable,Acceptable,Unsure,Unacceptable
73.116.118.182,TRUE,Female,59,50-64,White,Unsure,Unsure,Unsure,Unsure
172.85.25.240,TRUE,Female,59,50-64,White,Unsure,Acceptable,Acceptable,Unsure
69.91.108.9,TRUE,Female,59,50-64,"Hispanic or Latino,White",Unsure,Unsure,Acceptable,Unsure
24.121.76.41,TRUE,Female,59,50-64,Black or African American,Unsure,Acceptable,Acceptable,Unacceptable
107.77.216.36,TRUE,Male,59,50-64,White,Unsure,Acceptable,Acceptable,Unsure
75.132.193.248,TRUE,Male,59,50-64,White,Unacceptable,Unsure,Acceptable,Unsure
73.73.10.231,TRUE,Male,59,50-64,"Black or African American,American Indian or Alaska Native",Unacceptable,Acceptable,Unacceptable,Acceptable
100.34.140.200,TRUE,Female,59,50-64,Black or African American,Acceptable,Unsure,Unacceptable,Acceptable
69.230.176.24,TRUE,Female,59,50-64,Asian or Asian American,Acceptable,Acceptable,Unacceptable,Unacceptable
70.241.106.250,TRUE,Male,59,50-64,White,Acceptable,Unacceptable,Unacceptable,Acceptable
73.44.0.249,TRUE,Female,59,50-64,Black or African American,Acceptable,Acceptable,Acceptable,Unacceptable
71.196.18.5,TRUE,Female,59,50-64,"Hispanic or Latino,White",Acceptable,Acceptable,Unsure,Acceptable
73.240.108.17,TRUE,Male,59,50-64,White,Acceptable,Acceptable,Unacceptable,Unacceptable
71.61.132.23,TRUE,Male,59,50-64,White,Acceptable,Acceptable,Unsure,Unsure
76.221.87.219,TRUE,Male,59,50-64,White,Acceptable,Acceptable,Acceptable,Unsure
174.223.4.93,TRUE,Female,60,50-64,"Hispanic or Latino,American Indian or Alaska Native",Unsure,Unacceptable,Unacceptable,Unacceptable
174.106.76.196,TRUE,Female,60,50-64,White,Unsure,Unsure,Unsure,Unsure
107.77.208.112,TRUE,Female,60,50-64,Other,Unsure,Unacceptable,Unacceptable,Unacceptable
174.106.209.225,TRUE,Male,60,50-64,White,Unacceptable,Unacceptable,Acceptable,Unsure
73.226.159.222,TRUE,Female,60,50-64,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unsure,Unacceptable
73.246.21.104,TRUE,Male,60,50-64,White,Unacceptable,Unsure,Acceptable,Acceptable
50.35.136.174,TRUE,Female,60,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.58.159.140,TRUE,Female,60,50-64,White,Unacceptable,Unacceptable,Acceptable,Acceptable
73.214.77.231,TRUE,Female,60,50-64,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
68.229.104.137,TRUE,Female,60,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
184.54.4.114,TRUE,Female,60,50-64,American Indian or Alaska Native,Unacceptable,Unacceptable,Unsure,Unacceptable
172.124.117.38,TRUE,Male,60,50-64,American Indian or Alaska Native,Unacceptable,Unacceptable,Unacceptable,Unacceptable
69.14.228.176,TRUE,Female,60,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
68.7.78.70,TRUE,Female,60,50-64,Hispanic or Latino,Acceptable,Unacceptable,Unsure,Unsure
174.80.103.76,TRUE,Female,60,50-64,Black or African American,Acceptable,Acceptable,Unsure,Acceptable
67.11.135.95,TRUE,Female,60,50-64,Hispanic or Latino,Acceptable,Unsure,Acceptable,Acceptable
32.208.181.18,TRUE,Male,60,50-64,White,Acceptable,Acceptable,Acceptable,Unsure
66.30.87.113,TRUE,Male,60,50-64,White,Acceptable,Acceptable,Unsure,Unsure
162.205.147.11,TRUE,Male,60,50-64,White,Acceptable,Acceptable,Unsure,Unsure
68.112.219.152,TRUE,Male,60,50-64,White,Acceptable,Acceptable,Unacceptable,Unacceptable
99.203.76.151,TRUE,Male,61,50-64,White,Unsure,Acceptable,Unacceptable,Unsure
74.140.84.154,TRUE,Female,61,50-64,"White,American Indian or Alaska Native",Unsure,Unsure,Unsure,Acceptable
68.98.105.13,TRUE,Female,61,50-64,"Hispanic or Latino,White",Unsure,Unacceptable,Unacceptable,Unsure
205.232.101.110,TRUE,Female,61,50-64,"Black or African American,Prefer not to answer",Unsure,Acceptable,Unacceptable,Unsure
141.158.214.24,TRUE,Male,61,50-64,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
73.158.213.3,TRUE,Female,61,50-64,White,Unacceptable,Unacceptable,Acceptable,Unsure
69.115.45.84,TRUE,Female,61,50-64,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.59.43.191,TRUE,Female,61,50-64,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
146.135.44.106,TRUE,Female,61,50-64,Black or African American,Unacceptable,Acceptable,Acceptable,Unsure
23.241.113.233,TRUE,Male,61,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
192.153.117.98,TRUE,Male,61,50-64,White,Unacceptable,Acceptable,Acceptable,Unsure
73.218.231.52,TRUE,Male,61,50-64,"White,American Indian or Alaska Native",Unacceptable,Acceptable,Unacceptable,Unacceptable
75.165.86.81,TRUE,Male,61,50-64,White,Acceptable,Unsure,Unacceptable,Unacceptable
99.151.9.240,TRUE,Male,61,50-64,Asian or Asian American,Acceptable,Acceptable,Acceptable,Acceptable
75.68.213.27,TRUE,Female,61,50-64,Asian or Asian American,Acceptable,Unacceptable,Acceptable,Acceptable
73.208.135.24,TRUE,Female,61,50-64,"Hispanic or Latino,White,American Indian or Alaska Native",Acceptable,Unsure,Acceptable,Unsure
108.65.30.6,TRUE,Female,61,50-64,Hispanic or Latino,Acceptable,Acceptable,Acceptable,Acceptable
174.250.144.49,TRUE,Female,61,50-64,White,Acceptable,Acceptable,Acceptable,Unacceptable
72.69.4.223,TRUE,Male,61,50-64,White,Acceptable,Acceptable,Unsure,Acceptable
174.195.210.185,TRUE,Female,62,50-64,Other,Unsure,Unacceptable,Unacceptable,Unsure
76.98.25.76,TRUE,Male,62,50-64,Black or African American,Unsure,Unsure,Unsure,Unsure
108.206.148.79,TRUE,Male,62,50-64,White,Unsure,Acceptable,Unacceptable,Unacceptable
73.159.151.122,TRUE,Female,62,50-64,Asian or Asian American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.233.201.43,TRUE,Female,62,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.130.188.157,TRUE,Male,62,50-64,Asian or Asian American,Unacceptable,Acceptable,Unsure,Unacceptable
66.110.230.55,TRUE,Female,62,50-64,Black or African American,Unacceptable,Acceptable,Unacceptable,Unacceptable
216.138.185.34,TRUE,Female,62,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
99.109.146.105,TRUE,Male,62,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
136.34.93.179,TRUE,Female,62,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
71.215.7.159,TRUE,Male,62,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unsure
76.20.119.69,TRUE,Male,62,50-64,"Hispanic or Latino,White",Unacceptable,Acceptable,Unsure,Unacceptable
173.71.90.39,TRUE,Female,62,50-64,Black or African American,Acceptable,Acceptable,Unacceptable,Acceptable
98.177.212.168,TRUE,Male,62,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
24.255.154.197,TRUE,Female,62,50-64,Black or African American,Acceptable,Acceptable,Unsure,Unacceptable
204.186.70.65,TRUE,Female,62,50-64,White,Acceptable,Unacceptable,Unacceptable,Unsure
206.251.212.22,TRUE,Male,62,50-64,White,Acceptable,Unsure,Unacceptable,Unacceptable
108.243.242.194,TRUE,Female,63,50-64,Hispanic or Latino,Unsure,Unacceptable,Unacceptable,Unsure
137.103.105.26,TRUE,Female,63,50-64,Asian or Asian American,Unsure,Unacceptable,Acceptable,Unacceptable
107.220.30.68,TRUE,Male,63,50-64,Black or African American,Unsure,Unacceptable,Unacceptable,Unacceptable
172.56.27.186,TRUE,Male,63,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
162.194.49.248,TRUE,Female,63,50-64,"Hispanic or Latino,White",Unacceptable,Acceptable,Unacceptable,Unacceptable
97.104.140.163,TRUE,Male,63,50-64,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
47.133.188.188,TRUE,Male,63,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Acceptable
174.255.130.51,TRUE,Male,63,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
99.203.89.157,TRUE,Female,63,50-64,Black or African American,Unacceptable,Unacceptable,Acceptable,Unsure
47.139.2.196,TRUE,Male,63,50-64,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
69.136.137.101,TRUE,Male,63,50-64,White,Unacceptable,Unsure,Acceptable,Unacceptable
174.204.211.214,TRUE,Male,63,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
74.111.171.232,TRUE,Male,63,50-64,White,Unacceptable,Acceptable,Unsure,Unsure
172.58.3.113,TRUE,Male,63,50-64,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
99.27.63.236,TRUE,Male,63,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.172.141.151,TRUE,Male,63,50-64,"White,American Indian or Alaska Native",Acceptable,Acceptable,Unacceptable,Unacceptable
47.187.64.208,TRUE,Female,63,50-64,White,Acceptable,Unacceptable,Acceptable,Acceptable
104.159.170.11,TRUE,Female,63,50-64,White,Acceptable,Acceptable,Unsure,Unacceptable
69.137.211.130,TRUE,Male,63,50-64,Black or African American,Acceptable,Unacceptable,Acceptable,Acceptable
96.58.103.205,TRUE,Female,63,50-64,Prefer not to answer,Acceptable,Unacceptable,Unacceptable,Unsure
98.25.235.19,TRUE,Female,63,50-64,Black or African American,Acceptable,Acceptable,Unsure,Acceptable
24.112.118.148,TRUE,Male,63,50-64,White,Acceptable,Acceptable,Unacceptable,Unacceptable
174.137.6.148,TRUE,Male,63,50-64,White,Acceptable,Acceptable,Unsure,Unacceptable
98.254.161.112,TRUE,Male,64,50-64,White,Unsure,Unacceptable,Unacceptable,Unsure
107.77.199.64,TRUE,Female,64,50-64,Black or African American,Unsure,Unsure,Unsure,Acceptable
71.63.253.73,TRUE,Female,64,50-64,White,Unsure,Acceptable,Acceptable,Unsure
172.58.239.113,TRUE,Female,64,50-64,Black or African American,Unsure,Acceptable,Unacceptable,Unsure
198.27.180.72,TRUE,Male,64,50-64,Asian or Asian American,Unacceptable,Acceptable,Unacceptable,Unsure
172.58.3.30,TRUE,Female,64,50-64,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unsure
107.77.161.46,TRUE,Female,64,50-64,Prefer not to answer,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.44.68.57,TRUE,Female,64,50-64,Hispanic or Latino,Unacceptable,Unacceptable,Unacceptable,Unacceptable
70.124.71.58,TRUE,Male,64,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
74.78.5.134,TRUE,Male,64,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
98.25.129.137,TRUE,Male,64,50-64,White,Unacceptable,Unsure,Unsure,Unsure
64.203.226.150,TRUE,Male,64,50-64,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
47.208.135.38,TRUE,Male,64,50-64,White,Unacceptable,Acceptable,Acceptable,Unsure
174.195.1.243,TRUE,Male,64,50-64,White,Unacceptable,Unacceptable,Unsure,Acceptable
74.196.148.254,TRUE,Male,64,50-64,White,Acceptable,Acceptable,Acceptable,Unacceptable
159.118.35.167,TRUE,Male,64,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
76.105.212.116,TRUE,Female,64,50-64,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unacceptable
174.204.135.120,TRUE,Female,64,50-64,Asian or Asian American,Acceptable,Unacceptable,Acceptable,Acceptable
173.186.220.172,TRUE,Female,64,50-64,Hispanic or Latino,Acceptable,Unacceptable,Unacceptable,Unacceptable
67.63.102.34,TRUE,Male,64,50-64,White,Acceptable,Acceptable,Acceptable,Acceptable
71.90.196.116,TRUE,Male,64,50-64,"Hispanic or Latino,White",Acceptable,Acceptable,Unsure,Unacceptable
100.19.18.59,TRUE,Female,65,65+,Black or African American,Unsure,Unsure,Unsure,Unacceptable
174.234.133.231,TRUE,Female,65,65+,White,Unsure,Unsure,Unsure,Unsure
99.203.16.80,TRUE,Male,65,65+,White,Unsure,Unacceptable,Unacceptable,Unacceptable
66.218.230.155,TRUE,Female,65,65+,White,Unacceptable,Unsure,Unsure,Unacceptable
98.248.235.61,TRUE,Male,65,65+,White,Unacceptable,Unsure,Unacceptable,Unsure
24.88.35.3,TRUE,Female,65,65+,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
72.21.79.13,TRUE,Female,65,65+,"Hispanic or Latino,White,American Indian or Alaska Native",Unacceptable,Unacceptable,Acceptable,Unacceptable
99.90.84.6,TRUE,Female,65,65+,White,Unacceptable,Unacceptable,Acceptable,Unsure
67.186.47.139,TRUE,Female,65,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
99.10.238.65,TRUE,Male,65,65+,White,Unacceptable,Acceptable,Acceptable,Unacceptable
108.88.63.18,TRUE,Female,65,65+,Asian or Asian American,Acceptable,Acceptable,Unsure,Unsure
172.58.142.219,TRUE,Female,65,65+,Black or African American,Acceptable,Acceptable,Acceptable,Unacceptable
107.197.136.212,TRUE,Female,65,65+,Hispanic or Latino,Acceptable,Unacceptable,Unacceptable,Unsure
108.211.109.197,TRUE,Male,65,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
98.143.225.172,TRUE,Male,65,65+,White,Acceptable,Acceptable,Unsure,Unacceptable
99.54.130.182,TRUE,Male,65,65+,White,Acceptable,Unsure,Acceptable,Unacceptable
67.204.1.26,TRUE,Female,66,65+,American Indian or Alaska Native,Unsure,Unsure,Unsure,Unsure
69.203.24.45,TRUE,Female,66,65+,Black or African American,Unsure,Unacceptable,Unsure,Unsure
76.103.215.208,TRUE,Male,66,65+,White,Unacceptable,Unacceptable,Unsure,Unacceptable
174.193.130.104,TRUE,Female,66,65+,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
98.224.20.186,TRUE,Male,66,65+,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
98.186.194.174,TRUE,Female,66,65+,Black or African American,Unacceptable,Unacceptable,Acceptable,Unsure
47.135.213.95,TRUE,Female,66,65+,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
172.58.188.190,TRUE,Female,66,65+,Black or African American,Unacceptable,Acceptable,Unacceptable,Unacceptable
68.10.234.30,TRUE,Female,66,65+,"Hispanic or Latino,White",Unacceptable,Acceptable,Unsure,Unacceptable
76.230.60.229,TRUE,Female,66,65+,White,Unacceptable,Acceptable,Acceptable,Acceptable
75.18.102.91,TRUE,Female,66,65+,Prefer not to answer,Unacceptable,Unsure,Unacceptable,Unacceptable
70.132.225.56,TRUE,Female,66,65+,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
24.26.150.110,TRUE,Female,66,65+,White,Acceptable,Unsure,Acceptable,Acceptable
107.77.249.53,TRUE,Female,66,65+,Black or African American,Acceptable,Acceptable,Unacceptable,Unacceptable
104.13.116.226,TRUE,Female,66,65+,Asian or Asian American,Acceptable,Unacceptable,Acceptable,Unacceptable
107.77.209.188,TRUE,Female,66,65+,Asian or Asian American,Acceptable,Unacceptable,Unacceptable,Unacceptable
73.76.156.206,TRUE,Female,66,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
107.139.44.18,TRUE,Male,66,65+,White,Acceptable,Unsure,Acceptable,Unsure
72.89.36.102,TRUE,Female,66,65+,White,Acceptable,Unacceptable,Acceptable,Unacceptable
24.159.36.83,TRUE,Male,66,65+,White,Acceptable,Acceptable,Acceptable,Unsure
108.252.191.216,TRUE,Female,67,65+,White,Unsure,Unsure,Acceptable,Unacceptable
108.207.41.173,TRUE,Male,67,65+,White,Unsure,Acceptable,Unsure,Unacceptable
184.58.246.101,TRUE,Male,67,65+,Other,Unsure,Unacceptable,Unacceptable,Unacceptable
174.196.37.20,TRUE,Female,67,65+,White,Unsure,Unacceptable,Unacceptable,Unsure
76.99.196.43,TRUE,Female,67,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
174.192.137.51,TRUE,Female,67,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
174.194.7.162,TRUE,Female,67,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
47.157.168.185,TRUE,Female,67,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
104.219.154.142,TRUE,Female,67,65+,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
71.112.161.251,TRUE,Non-binary,67,65+,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
170.249.23.94,TRUE,Male,67,65+,White,Unacceptable,Unacceptable,Unacceptable,Unsure
75.87.219.247,TRUE,Male,67,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
50.204.141.249,TRUE,Male,67,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
174.195.19.42,TRUE,Female,67,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
71.195.106.123,TRUE,Female,67,65+,White,Acceptable,Acceptable,Unacceptable,Unacceptable
172.58.45.209,TRUE,Female,67,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
50.111.52.135,TRUE,Male,67,65+,Black or African American,Acceptable,Unacceptable,Acceptable,Unacceptable
69.204.76.162,TRUE,Male,67,65+,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
159.182.38.8,TRUE,Female,67,65+,Black or African American,Acceptable,Acceptable,Unsure,Unacceptable
72.229.7.135,TRUE,Female,67,65+,Asian or Asian American,Acceptable,Unacceptable,Unacceptable,Unacceptable
68.55.238.138,TRUE,Female,67,65+,Black or African American,Acceptable,Acceptable,Unsure,Acceptable
68.98.59.242,TRUE,Male,67,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
172.58.108.204,TRUE,Female,68,65+,Black or African American,Unsure,Unacceptable,Unacceptable,Unacceptable
72.200.172.144,TRUE,Male,68,65+,White,Unsure,Acceptable,Unsure,Unsure
23.242.20.220,TRUE,Female,68,65+,White,Unacceptable,Acceptable,Acceptable,Unacceptable
107.13.72.200,TRUE,Female,68,65+,Black or African American,Unacceptable,Acceptable,Acceptable,Acceptable
108.199.166.151,TRUE,Female,68,65+,Black or African American,Unacceptable,Acceptable,Unacceptable,Unacceptable
71.105.211.64,TRUE,Male,68,65+,Black or African American,Unacceptable,Unacceptable,Acceptable,Unacceptable
107.77.210.20,TRUE,Male,68,65+,White,Unacceptable,Unacceptable,Unacceptable,Acceptable
96.255.182.95,TRUE,Female,68,65+,Asian or Asian American,Unacceptable,Unsure,Unacceptable,Unacceptable
174.223.129.52,TRUE,Female,68,65+,Black or African American,Acceptable,Acceptable,Unsure,Unsure
76.104.39.199,TRUE,Female,68,65+,Black or African American,Acceptable,Unacceptable,Unacceptable,Unacceptable
74.67.7.194,TRUE,Male,68,65+,White,Acceptable,Unacceptable,Acceptable,Unacceptable
24.183.172.49,TRUE,Female,68,65+,"Hispanic or Latino,White",Acceptable,Unacceptable,Unsure,Unacceptable
72.235.53.113,TRUE,Male,68,65+,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unsure
50.105.74.93,TRUE,Male,68,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
67.44.161.131,TRUE,Female,68,65+,White,Acceptable,Acceptable,Unsure,Unacceptable
47.133.69.180,TRUE,Male,68,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
72.95.89.194,TRUE,Male,68,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
99.67.188.226,TRUE,Female,69,65+,White,Unacceptable,Unacceptable,Unsure,Unacceptable
24.117.180.251,TRUE,Male,69,65+,White,Unacceptable,Unacceptable,Unsure,Unacceptable
50.88.146.193,TRUE,Female,69,65+,Hispanic or Latino,Unacceptable,Unsure,Unacceptable,Unacceptable
104.138.129.66,TRUE,Female,69,65+,Black or African American,Unacceptable,Acceptable,Unsure,Unacceptable
68.194.107.201,TRUE,Female,69,65+,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
63.143.236.217,TRUE,Male,69,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
173.81.71.135,TRUE,Female,69,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
172.58.4.38,TRUE,Male,69,65+,White,Unacceptable,Unacceptable,Acceptable,Acceptable
107.77.213.54,TRUE,Female,69,65+,"Hispanic or Latino,White",Unacceptable,Unacceptable,Unacceptable,Unacceptable
71.237.46.236,TRUE,Male,69,65+,White,Unacceptable,Acceptable,Unsure,Unacceptable
107.211.20.180,TRUE,Male,69,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
68.97.178.10,TRUE,Female,69,65+,Black or African American,Acceptable,Unacceptable,Acceptable,Unacceptable
